,Category,Message,Number of exclamations,Question Marks,words,STOP WORDS,NUMBER OF STOP WORDS,DATE,ORG,CARDINAL,LOC,GPE,EVENT,MONEY,number of dates,number of Cardinals,number of financial Terms,number of Times,ADJECTIVES,Number of ADJECTIVES,INTERJECTION,Number of INTERJECTION,NOUNS,Number of NOUNS,Verbs,Number of Verbs,WHwords,Number of WHwords,Foreign word,Number of Foreign word,Foreign Word,Number of digits
1498,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",0,0,56,"['you', 'had', 'a', 'to', 'you', 'that', 'i', 'was', 'to', 'from', 'my', 'he', 'the', 'by', 'is', 'and', 'i', 'was', 'you', 'have', 'a']",21,0,0,0,0,0,0,0,3,0,0,1,"['good', 'good', 'able', 'available', 'mid', 'short', 'good']",7,[],0,"['Sir', 'morning', 'Hope', 'weekend', 'i', 'gt', 'dad', 'rest', 'feb', 'amount', 'i', 'day', 'Abiola']",13,"['had', 'called', 'let', 'know', 'was', 'raise', 'lt', 'said', 'make', 'is', 'was', 'hoping', 'help', 'Do', 'have']",15,[],0,[],0,,0
1499,ham,Hurry home. Soup is DONE!,1,0,5,['is'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Hurry', 'home', 'Soup', 'DONE']",4,['is'],1,[],0,[],0,,0
1500,ham,No no. I will check all rooms befor activities,0,0,9,"['no', 'will', 'all']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['rooms', 'activities']",2,"['check', 'befor']",2,[],0,[],0,,0
1501,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0,0,32,"['my', 'was', 'to', 'your', 'on', 'and', 'your', 'my', 'my', 'and', 'you']",11,0,0,0,0,0,0,0,0,0,0,1,"['Good', 'good', 'smart', '*']",4,[],0,"['afternoon', 'love', 'words', 'YM', 'tm', 'move', 'slave', 'smiles', 'coffee', 'await']",10,"['was', 'see', 'get', '*', 'drink']",5,[],0,[],0,,0
1502,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0,0,16,"['but', 'a', 'now', 'i']",4,0,0,0,0,0,0,0,0,0,0,0,"['ok', 'ex', 'better', 'eat', 'i', 'guilty']",6,[],0,"['bit', 'U', 'smth']",3,"['go', 'feel']",2,[],0,[],0,,0
1503,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1,0,29,"['you', 'from', 'all', 'with', 'a', 'each', 'to', 'on', 'these']",9,0,0,0,0,0,0,0,1,0,0,0,['free'],1,[],0,"['Orange', 'time', 'Chart', 'Heroes', 'hit', 'week', 'Go', 'Ringtones', 'Pics', 'wap', 'tips', 'STOP']",12,"['brings', 'ringtones', 'stop', 'receiving', 'reply']",5,[],0,[],0,,0
1504,ham,Lemme know when you're here,0,0,5,"['me', 'when', 'you', 'here']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Lem'],1,"['know', ""'re""]",2,[],0,[],0,,0
1505,spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1,0,21,['for'],1,0,0,0,0,0,0,0,2,1,0,0,"['PRIVATE', 'un-redeemed']",2,[],0,"['Account', 'Statement', 'shows', 'S.', 'I.', 'M.', 'points', 'Identifier', 'Code', 'Expires']",10,['Call'],1,[],0,[],0,,40
1506,ham,He needs to stop going to bed and make with the fucking dealing,0,0,13,"['to', 'to', 'and', 'with', 'the']",5,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['bed', 'fucking']",2,"['needs', 'stop', 'going', 'make', 'dealing']",5,[],0,[],0,,0
1507,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",0,3,31,"['are', 'you', 'my', 'you', 'with', 'your', 'to', 'with', 'him', 'from', 'the']",11,0,0,0,0,0,0,0,0,0,0,0,"['english', '*']",2,[],0,"['Love', 'Are', 'brother', 'Time', '*', 'Say', 'Hey', 'Muhommad', 'Penny', 'hello', 'sea']",11,"['are', 'talk', 'grins', 'says']",4,[],0,[],0,,0
1508,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,0,0,27,"['to', 'you', 're', 'your', 'to', 'our', 'for', 'a', 'of']",9,0,0,0,0,0,0,0,1,1,0,0,"['mobile', 'free']",2,[],0,"['reply', 'sms', 'video', 'mins', 'UNLIMITED', 'TEXT', '+', 'camcorder', 'Reply', 'call']",10,"['tried', 'call', 're']",3,[],0,[],0,,14
1509,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",0,0,35,"['to', 't', 'for', 'my', 'my', 'is', 'will', 'd', 'me']",9,0,0,0,0,0,0,0,0,1,0,0,"['nice', 'nice', 'd', 'posted']",4,[],0,"['Hey', 'pls', 't', 'shirt', 'hubby', 'fiting', 'ones', 'budget', 'lt', 'gt', 'pls', 'card', 'abi', 'hw', 'luv', 'mj']",16,"['doc', 'want', 'get', 'is', 'help', 'load', 'keep']",7,[],0,[],0,,1
1510,ham,I remain unconvinced that this isn't an elaborate test of my willpower,0,0,12,"['that', 'this', 'is', 'an', 'of', 'my']",6,0,0,0,0,0,0,0,0,0,0,0,"['unconvinced', 'elaborate']",2,[],0,"['test', 'willpower']",2,"['remain', 'is']",2,[],0,[],0,,0
1511,ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",0,0,29,"['is', 'is', 'of', 'be', 'only', 'in', 'their']",7,0,0,0,0,0,0,0,0,0,0,0,['Real'],1,[],0,"['Life', 'nothing', 'wen', 'v', 'everything', 'life', 'everything', 'wen', 'v', 'something', 'value', 'people', 'absence', '....', 'gud', 'mrng']",16,"['is', 'get', 'is', 'miss', 'wil', 'be', 'realized']",7,[],0,[],0,,0
1512,ham,how are you? I miss you!,1,1,6,"['how', 'are', 'you', 'you']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['are', 'miss']",2,[],0,[],0,,0
1513,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0,0,16,"['no', 'at', 'what', 'is', 'a', 'but']",6,0,0,0,0,0,0,0,0,0,0,0,"['pretty', 'reasonable', 'sleepy']",3,[],0,"['phone', 'hour']",2,"['ai', 'answerin', 'is', ""'m""]",4,['what'],1,['what'],1,,0
1514,ham,"Hey , is * rite u put »10 evey mnth is that all?",0,1,13,"['is', 'is', 'that', 'all']",4,0,0,0,0,0,0,0,0,0,0,0,"['*', 'rite', 'u', 'evey']",4,[],0,"['Hey', 'mnth']",2,"['is', 'put', 'is']",3,[],0,[],0,,2
1515,ham,i am going to bed now prin,0,0,7,"['i', 'am', 'to', 'now']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['i', 'prin']",2,"['am', 'going', 'bed']",3,[],0,[],0,,0
1516,ham,I think just yourself …Thanks and see you tomo,0,0,9,"['just', 'yourself', 'and', 'you']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['…Thanks'],1,"['think', 'see', 'tomo']",3,[],0,[],0,,0
1517,ham,If u dun drive then how i go 2 sch.,0,0,10,"['then', 'how', 'i']",3,0,0,0,0,0,0,0,0,0,0,0,"['u', 'i']",2,[],0,"['dun', 'drive', 'sch']",3,['go'],1,[],0,[],0,,1
1518,ham,I not at home now lei...,0,0,6,"['not', 'at', 'now']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['home'],1,['lei'],1,[],0,[],0,,0
1519,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,0,3,26,"['with', 'the', 'a', 'the']",4,0,0,0,0,0,0,0,0,1,0,0,"['Good', 'fastest']",2,[],0,"['GSOH', 'SPAM', 'ladies', 'U', 'male', 'gigolo', 'join', 'uk', 'mens', 'ONCALL', 'mjzgroup', 'reply', 'STOP', 'msg', '@', '£1.50rcvd']",16,"['b', 'growing', 'club', 'reply']",4,[],0,[],0,,16
1520,ham,Ok then i will come to ur home after half an hour,0,0,12,"['then', 'i', 'will', 'to', 'after', 'an']",6,0,0,0,0,0,0,0,0,0,0,1,[],0,[],0,"['home', 'hour']",2,"['i', 'come', 'ur']",3,[],0,[],0,,0
1521,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,0,0,24,"['have', 'a', 'who', 'is', 'with', 'out', 'who', 'they', 'who', 'so', 'on']",11,0,0,0,0,0,0,0,0,2,0,0,"['secret', 'make', '*', 'special-call']",4,[],0,"['U', 'admirer', 'contact', 'U-find', 'reveal', 'UR']",6,"['have', 'is', 'looking', 'R', 'thinks']",5,"['who', 'who', 'who']",3,"['who', 'who', 'who']",3,,12
1522,ham,Do u hav any frnd by name ashwini in ur college?,0,1,11,"['any', 'by', 'in']",3,0,0,0,0,0,0,0,0,0,0,0,"['u', 'ur']",2,[],0,"['frnd', 'name', 'ashwini', 'college']",4,"['Do', 'hav']",2,[],0,[],0,,0
1523,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,0,0,19,"['my', 'on', 'my', 'in']",4,0,0,0,0,0,0,0,1,0,0,0,"['finish', 'u']",2,[],0,"['Jus', 'lunch', 'way', 'home', 'lor', 'dun', 'stay', 'sch', 'today']",9,"['tot', 'wan']",2,[],0,[],0,,1
1524,ham,K then 2marrow are you coming to class.,0,0,8,"['then', 'are', 'you', 'to']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['K', 'class']",2,"['are', 'coming']",2,[],0,[],0,,1
1525,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,0,24,"['now', 'is', 'a']",3,0,0,0,0,0,0,0,2,0,0,0,['national'],1,[],0,"['HOT', 'LIVE', 'FANTASIES', 'call', 'min', 'NTT', 'Ltd', 'PO', 'Box', 'Croydon', 'CR9', 'rate', 'call']",13,['is'],1,[],0,[],0,,23
1526,ham,Pls send me your address sir.,0,0,6,"['me', 'your']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Pls', 'address', 'sir']",3,['send'],1,[],0,[],0,,0
1527,ham,I want to lick your pussy now...,0,0,7,"['to', 'your', 'now']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['pussy'],1,"['want', 'lick']",2,[],0,[],0,,0
1528,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,1,14,"['you', 'be', 'in', 'to', 'a']",5,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Yo', 'stock', 'tomorrow/today', 'dubsack']",4,"['gon', 'be', ""'m"", 'trying', 'get']",5,[],0,[],0,,0
1529,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,0,21,"['has', 'been', 'a', 'from', 'only']",5,0,0,0,0,0,0,0,0,1,0,0,"['Mobile', '<']",2,[],0,"['URGENT', 'number', 'UKP', '>', 'prize', 'GUARANTEED', 'landline', 'Claim']",8,"['has', 'been', 'awarded', 'Call', 'Valid']",5,[],0,[],0,,24
1530,ham,"I'll see, but prolly yeah",0,0,5,['but'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['see', 'yeah']",2,[],0,[],0,,0
1531,ham,Thought we could go out for dinner. I'll treat you! Seem ok?,1,1,12,"['we', 'out', 'for', 'you']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Thought', 'dinner']",2,"['go', 'treat', 'Seem']",3,[],0,[],0,,0
1532,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,0,6,37,"['are', 'you', 'do', 'you', 'do', 'can', 'you', 'to', 'be', 'from', 'me', 'your', 'me', 'you', 'of', 'me', 'you', 'me']",18,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['heart', 'ache']",2,"['are', 'do', 'do', 'stand', 'be', 'Does', 'Do', 'wonder', 'Do', 'crave']",10,['What'],1,['What'],1,,0
1533,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0,0,42,"['you', 'it', 'was', 'a', 'were', 'for', 'other', 'was', 'you', 'can', 'only', 'do', 'so', 'on', 'with', 'that', 'that', 'they', 'on', 'the']",20,0,0,0,0,0,0,0,0,1,0,0,"['skinny', 'white', 'other']",3,[],0,"['Sorry', 'book', 'joke', 'girls', 'line', 'camera', 'look']",7,"['hear', 'was', 'kinda', 'were', 'looking', 'was', 'do', 'Something', ""'re"", 'casting']",10,[],0,[],0,,0
1534,ham,What you doing?how are you?,0,2,5,"['you', 'doing', 'how', 'are', 'you']",5,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['doing', 'are']",2,['What'],1,['What'],1,,0
1535,ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",0,0,18,"['i', 'have', 'at', 'shouldn', 't', 'on', 'than', 'an']",8,0,0,0,0,0,0,0,1,0,0,1,"['Sure', 'big', 'hockey', 'longer']",4,[],0,"['thing', 'man', 'i', 'elections', 'shouldn', '‘', 't', 'hour']",8,"['have', 'go']",2,[],0,[],0,,1
1536,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,0,0,20,"['a', 'few', 'i', 'but', 'i']",5,0,0,0,0,0,0,0,0,1,0,0,"['few', 'ok.', 'i']",3,[],0,"['Watch', 'lor', 'swatch', 'i', 'Ard', 'opinion', 'leh']",7,"['saw', 'thk', 'need']",3,[],0,[],0,,4
1537,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),1,1,23,"['do', 'the', 'in', 'them', 'so', 'out', 'the']",7,0,0,0,0,0,0,0,0,0,0,0,['horrible'],1,[],0,"['Hiya', 'u', 'hlday', 'pics', 'mo', 'camp', 'Amrca', 'thing', 'Speak', 'Serena']",10,"['do', 'looked', 'took', 'Hows']",4,[],0,[],0,,0
1538,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",1,2,28,"['that', 'are', 'you', 'up', 'to', 'you', 'my']",7,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Babe', 'day', 'Love', '*', 'everything']",5,"['goes', 'are', 'miss', '*', 'loving', 'kiss', 'hope', 'goes']",8,['What'],1,['What'],1,,0
1539,ham,Yunny... I'm goin to be late,0,0,6,"['to', 'be']",2,0,0,0,0,0,0,0,0,0,0,0,"['goin', 'late']",2,[],0,['Yunny'],1,"[""'m"", 'be']",2,[],0,[],0,,0
1540,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0,0,32,"['me', 'the', 'other', 'are', 'for', 'my', 'to', 'it', 'should', 'in', 'so', 'to', 'be', 'on']",14,0,0,0,0,0,0,0,0,0,0,0,['other'],1,[],0,"['Doc', 'morphine', 'pain', 'meds', 'mom', 'later']",6,"['prescribed', 'cause', 'are', 'Waiting', 'bring', 'med', 'kick', ""'m"", 'gon', 'try', 'be']",11,[],0,[],0,,0
1541,ham,"Cool, want me to go to kappa or should I meet you outside mu",0,0,14,"['me', 'to', 'to', 'or', 'should', 'you']",6,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Cool', 'mu']",2,"['want', 'go', 'kappa', 'meet']",4,[],0,[],0,,0
1542,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",1,1,32,"['you', 'you', 'you', 'to', 'your', 'in', 'for', 'those', 'i', 'you']",10,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Hey', 'sister', 'law', 'meatballs', 'grins', 'i']",6,"['sexy', 'Have', 'told', 'adore', 'hope', 'remember', 'thank', '*', '*', 'love', 'babe']",11,[],0,[],0,,0
1543,ham,May b approve panalam...but it should have more posts..,0,0,9,"['but', 'it', 'should', 'have', 'more']",5,0,0,0,0,0,0,0,1,0,0,0,['more'],1,[],0,"['May', 'b', 'panalam', 'posts']",4,"['approve', 'have', '..']",3,[],0,[],0,,0
1544,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",2,0,24,"['now', 'from', 'to']",3,0,0,0,0,0,0,0,4,0,0,0,['cheaper'],1,[],0,"['SPJanuary', 'Male', 'Sale', 'Hot', 'Gay', 'National', 'rate', 'cheap', 'peak', 'texts', 'call']",11,"['call', 'stop']",2,[],0,[],0,,28
1545,ham,"Sorry, I'll call later",0,0,4,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Sorry'],1,['call'],1,[],0,[],0,,0
1546,ham,I dont thnk its a wrong calling between us,0,0,9,"['its', 'a', 'between']",3,0,0,0,0,0,0,0,0,0,0,0,['wrong'],1,[],0,[],0,"['dont', 'thnk', 'calling']",3,[],0,[],0,,0
1547,ham,Me i'm not workin. Once i get job...,0,0,8,"['i', 'not', 'i']",3,0,0,0,0,0,0,0,0,0,0,0,"['workin', 'i']",2,[],0,"['Me', 'i', 'job']",3,"[""'m"", 'get']",2,[],0,[],0,,0
1548,ham,And by when you're done I mean now,0,0,8,"['by', 'when', 'you', 'now']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"[""'re"", 'done', 'mean']",3,[],0,[],0,,0
1549,ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",0,0,32,"['to', 'to', 'the', 'who', 'its', 'a', 'to', 'a', 'who']",9,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Ur', 'luck', 'someone', 'Ur', 'fortune', 'one', 'U', 'miracle', 'person', 'anyone', 'U', 'Gud', 'nyt']",13,"['Love', 'Love', 'Loves', 'Love', 'Love']",5,"['who', 'who']",2,"['who', 'who']",2,,0
1550,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,1,0,36,"['just', 'from', 'and', 'i', 'was', 'to', 'i', 'off', 'on', 'the', 'are', 'up', 'me', 'a']",14,0,0,0,0,0,0,0,1,0,0,0,"['u', 'i', 'piss']",3,[],0,"['Hi', 'baby', 'ive', 'work', 'i', 'allday', 'phone', 'today', 'u', 'call', 'xxx']",11,"['got', 'was', 'wanting', 'see', 'hope', 'didnt', 'are', 'give']",8,[],0,[],0,,0
1551,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,2,0,30,"['the', 'if', 'you', 'are', 'in', 'your', 'to']",7,0,0,0,0,0,0,0,1,0,0,0,"['ready', 'horny', 'live']",3,[],0,"['FreeMsg', 'Today', 'day', 'town', 'sex', 'fun', 'games', 'Netcollex', 'Ltd', 'msg', 'reply', 'Stop']",12,"['are', ""'m"", 'love', 'end']",4,[],0,[],0,,14
1552,ham,Is it your yahoo boys that bring in the perf? Or legal.,0,1,12,"['it', 'your', 'that', 'in', 'the']",5,0,0,0,0,0,0,0,0,0,0,0,['legal'],1,[],0,"['yahoo', 'boys', 'perf']",3,"['Is', 'bring']",2,[],0,[],0,,0
1553,ham,No need to say anything to me. I know i am an outsider,0,0,13,"['to', 'to', 'me', 'i', 'am', 'an']",6,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['need', 'anything', 'outsider']",3,"['say', 'know', 'am']",3,[],0,[],0,,0
1554,ham,have you ever had one foot before?,0,1,7,"['have', 'you', 'had', 'before']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['foot'],1,"['have', 'had']",2,[],0,[],0,,0
1555,ham,Just got to  &lt;#&gt;,0,0,4,['to'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['lt', 'gt']",2,['got'],1,[],0,[],0,,0
1556,ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",2,0,19,"['don', 't', 'any', 's', 'her', 'i', 'her']",7,0,0,0,0,0,0,0,0,0,0,0,"['Good', '…']",2,"['No', 'Yes']",2,"['‘', 't', 'number', 'i']",4,"['don', 'need', 'receipts—well', 'done', 'please', 'tell', '‘', 's', 'ring']",9,['What'],1,['What'],1,,0
1557,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",3,0,32,"['by', 'in', 'the', 'to']",4,0,0,0,0,0,0,0,0,0,0,0,"['green', 'u', 'u']",3,[],0,"['quote', 'Jerry', 'cartoon', 'A', 'Person', 'Who', 'Always', 'one', 'Who', 'Vry', 'Much', 'Fails', '..', 'gud', 'nyt']",15,"['told', 'Irritates', 'Is', 'Loves', 'Express']",5,[],0,[],0,,0
1558,ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,0,1,19,"['it', 'me', 'to', 'so', 'to']",5,0,0,0,0,0,0,0,0,0,0,0,"['lar', 'heavy', 'da', 'familiar']",4,[],0,['meh'],1,"['Leave', 'wif', 'wan', 'carry', 'Is', 'ü']",6,[],0,[],0,,8
1559,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0,0,27,"['of', 'the', 'by', 'the', 'of', 'be', 'only', 'the']",8,0,0,0,0,0,0,0,0,0,0,0,['Beautiful'],1,[],0,"['truth', 'Expression', 'face', 'everyone', 'depression', 'heart', 'Could', 'Loved', 'ones', '..', 'Gud', 'Ni8']",12,"['Be', 'seen', 'be', 'understood']",4,[],0,[],0,,1
1560,ham,Infact happy new year. How are you where are you when are we seeing,0,0,14,"['are', 'you', 'where', 'are', 'you', 'when', 'are', 'we']",8,0,0,0,0,0,0,0,1,0,0,0,"['happy', 'new']",2,[],0,"['Infact', 'year']",2,"['are', 'are', 'are', 'seeing']",4,[],0,[],0,,0
1561,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",0,1,30,"['in', 'the', 'that', 'at', 'the', 'of', 'the', 'or']",8,0,0,0,0,0,0,0,1,0,0,0,['A-Green'],1,[],0,"['Simpsons', 'Movie', 'July', 'name', 'band', 'start', 'film', 'Day', 'B-Blue', 'Day', 'C-Red', 'Day', 'A', 'B', 'C']",15,"['released', 'died', 'Send']",3,[],0,[],0,,4
1562,ham,That's a shame! Maybe cld meet for few hrs tomo?,1,1,10,"['a', 'for', 'few']",3,0,0,0,0,0,0,0,0,0,0,0,"['cld', 'few']",2,[],0,"['shame', 'meet', 'hrs', 'tomo']",4,"[""'s""]",1,[],0,[],0,,0
1563,ham,Lol I would but despite these cramps I like being a girl.,0,0,12,"['but', 'these', 'being', 'a']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Lol', 'cramps', 'girl']",3,"['like', 'being']",2,[],0,[],0,,0
1564,ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,0,0,32,"['for', 'too', 'as', 'but', 'for', 'a', 'now', 'have', 'a', 'to', 'you']",11,0,0,0,0,0,0,0,0,0,0,2,"['bad', 'it\x92s', 'good']",3,[],0,"['wait', 'cornwall', 'Hope', 'rock', 'night', 'shite', 'Anyway', 'kip', 'night', 'Speak']",10,"['can\x92t', 'tonight', 'isn\x92t', 'i\x92m', 'going', 'have']",6,[],0,[],0,,0
1565,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0,0,27,"['me', 'that', 'i', 'a', 'from', 'that', 'if', 'should', 'me', 'a', 'about', 'how', 'to']",13,0,0,0,0,0,0,0,0,0,0,0,['i'],1,[],0,"['Pls', 'sura', 'battery', 'hont', 'message', 'movies', 'Thanks']",7,"['help', 'tell', ""'m"", 'expecting', 'pls', 'send', 'download']",7,[],0,[],0,,0
1566,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,0,0,28,"['with', 'to', 'or', 'your', 'of', 'to', 'and']",7,0,0,0,0,0,0,0,2,0,0,0,"['current', 'T-Mobile', 'free']",3,[],0,"['Amanda', 'regard', 'handset', 'charge', 'today', 'subject', 'T', 'C']",8,"['Please', 'call', 'renewing', 'upgrading', 'Offer', 'ends', 'Tel']",7,[],0,[],0,,11
1567,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0,3,37,"['a', 'to', 'for', 'your', 'you', 'to', 'the', 'you', 'that', 'you', 'to', 'you']",12,0,0,0,0,0,0,0,0,0,0,0,['net'],1,[],0,"['way', 'app', 'phone', 'eh', 'Will', 'cafe', 'Did', 'job', 'Geeee']",9,"['Have', 'found', 'get', 'go', 'take', 'need', 'babe', 'crave', 'see']",9,[],0,[],0,,0
1568,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,0,1,19,"['only', 'from', 'to', 'but', 'i', 'other']",6,0,0,0,0,0,0,0,0,0,0,0,"['other', 'free']",2,[],0,"['work', 'mon', 'Sat', 'leh', 'Booked', 'liao', 'Which', 'day']",8,"['thurs', 'i', 'cant']",3,[],0,[],0,,0
1569,ham,Ü comin to fetch us oredi...,0,0,6,['to'],1,0,0,0,0,0,0,0,0,0,0,0,['Ü'],1,[],0,['comin'],1,['fetch'],1,[],0,[],0,,0
1570,ham,What's nannys address?,0,1,3,[],0,0,0,0,0,0,0,0,0,0,0,0,['nannys'],1,[],0,['address'],1,"[""'s""]",1,['What'],1,['What'],1,,0
1571,spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",2,0,23,"['or', 's']",2,0,0,0,0,0,0,0,1,1,1,0,"['*', 'await']",2,[],0,"['URGENT', 'Costa', 'Del', 'Sol', 'Holiday', 'collection', 'toClaim', 'SAE', 'TC', 's', 'POBox334', 'Stockport', 'SK38xh', 'Cost£1.50/pm', 'Max10mins']",15,['Call'],1,[],0,[],0,,26
